
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
  3702.00	    16471	   206.60	        2	     4.11	    -0.01	    20023	    55.80	   181.40	     0.00	      180	     4.10	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3704.00	    16465	   206.90	        2	     4.25	    -0.25	    20032	    55.70	   181.60	     0.00	      177	     4.30	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3706.00	    16458	   207.00	        2	     4.38	    -0.49	    20042	    55.60	   181.80	     0.00	      174	     4.40	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3708.00	    16452	   207.10	        2	     4.52	    -0.71	    20051	    55.50	   182.00	     0.00	      171	     4.60	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3710.00	    16445	   207.30	        2	     4.66	    -0.92	    20061	    55.40	   182.20	     0.00	      169	     4.70	       94	    61000	   -67.60	   -16.54	     1024	     1024	   -32768	
  3712.00	    16440	   207.30	        2	     4.79	    -1.10	    20069	    55.30	   182.30	     0.00	      167	     4.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3714.00	    16434	   207.30	        2	     4.93	    -1.26	    20078	    55.30	   182.30	     0.00	      166	     5.10	       94	    60900	   -67.60	   -16.54	        6	        6	   -32768	
  3716.00	    16428	   207.40	        2	     5.05	    -1.37	    20087	    55.20	   182.30	     0.00	      165	     5.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3718.00	    16421	   207.50	        2	     5.18	    -1.45	    20097	    55.10	   182.30	     0.00	      164	     5.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3720.00	    16414	   207.40	        2	     5.30	    -1.50	    20107	    55.00	   182.00	     0.00	      164	     5.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3722.00	    16408	   207.40	        2	     5.42	    -1.51	    20116	    54.90	   181.90	     0.00	      164	     5.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3724.00	    16402	   207.70	        2	     5.54	    -1.50	    20125	    54.80	   182.10	     0.00	      165	     5.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3726.00	    16396	   207.90	        2	     5.65	    -1.47	    20134	    54.80	   182.40	     0.00	      165	     5.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3728.00	    16389	   207.90	        2	     5.76	    -1.42	    20144	    54.70	   182.40	     0.00	      166	     5.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3730.00	    16383	   207.80	        2	     5.87	    -1.38	    20154	    54.60	   182.20	     0.00	      167	     6.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3732.00	    16377	   207.90	        2	     5.97	    -1.36	    20163	    54.50	   182.10	     0.00	      167	     6.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3734.00	    16370	   207.90	        2	     6.07	    -1.36	    20173	    54.40	   182.10	     0.00	      167	     6.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3736.00	    16363	   208.00	        2	     6.16	    -1.39	    20183	    54.30	   182.00	     0.00	      167	     6.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3738.00	    16357	   208.30	        2	     6.25	    -1.46	    20192	    54.20	   182.00	     0.00	      167	     6.40	       94	    60900	   -67.60	   -16.54	        6	        6	   -32768	
  3740.00	    16351	   208.70	        2	     6.33	    -1.58	    20202	    54.20	   182.00	     0.00	      166	     6.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3742.00	    16344	   208.90	        2	     6.41	    -1.75	    20211	    54.10	   181.80	     0.00	      165	     6.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3744.00	    16338	   209.10	        1	     6.49	    -1.96	    20220	    54.00	   181.60	     0.00	      163	     6.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3746.00	    16331	   209.10	        1	     6.57	    -2.23	    20231	    53.90	   181.60	     0.00	      161	     6.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3748.00	    16324	   209.10	        1	     6.66	    -2.55	    20241	    53.80	   181.50	     0.00	      159	     7.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3750.00	    16318	   209.00	        1	     6.75	    -2.90	    20250	    53.70	   181.50	     0.00	      157	     7.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3752.00	    16312	   209.20	        1	     6.84	    -3.27	    20259	    53.70	   181.50	     0.00	      154	     7.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3754.00	    16305	   209.40	        1	     6.93	    -3.68	    20269	    53.60	   181.70	     0.00	      152	     7.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3756.00	    16299	   209.50	        2	     7.02	    -4.10	    20279	    53.50	   182.00	     0.00	      150	     8.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3758.00	    16292	   209.60	        2	     7.10	    -4.53	    20290	    53.40	   182.20	     0.00	      147	     8.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3760.00	    16285	   209.90	        2	     7.18	    -4.95	    20300	    53.30	   182.60	     0.00	      145	     8.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3762.00	    16278	   210.10	        2	     7.25	    -5.36	    20310	    53.20	   183.00	     0.00	      144	     9.00	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3764.00	    16272	   210.30	        2	     7.31	    -5.76	    20319	    53.10	   183.00	     0.00	      142	     9.30	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3766.00	    16266	   210.50	        2	     7.34	    -6.12	    20328	    53.00	   182.80	     0.00	      140	     9.60	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3768.00	    16260	   210.70	        2	     7.37	    -6.45	    20338	    53.00	   182.80	     0.00	      139	     9.80	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3770.00	    16253	   211.00	        1	     7.38	    -6.73	    20348	    52.90	   183.00	     0.00	      138	    10.00	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3772.00	    16246	   211.30	        2	     7.37	    -6.97	    20358	    52.80	   183.20	     0.00	      137	    10.10	       93	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3774.00	    16240	   211.50	        2	     7.35	    -7.16	    20368	    52.70	   183.70	     0.00	      136	    10.30	       93	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3776.00	    16233	   211.60	        2	     7.33	    -7.29	    20378	    52.60	   184.10	     0.00	      135	    10.30	       93	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3778.00	    16227	   211.80	        2	     7.30	    -7.38	    20388	    52.50	   184.40	     0.00	      135	    10.40	       93	    60700	   -67.60	   -16.54	        7	        7	   -32768	
  3780.00	    16220	   212.00	        2	     7.28	    -7.41	    20398	    52.50	   184.60	     0.00	      134	    10.40	       93	    60700	   -67.60	   -16.54	    32768	    32768	   -32768	
  3782.00	    16214	   212.00	        2	     7.25	    -7.40	    20408	    52.40	   184.70	     0.00	      134	    10.40	       93	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3784.00	    16207	   212.00	        2	     7.23	    -7.35	    20417	    52.30	   184.70	     0.00	      135	    10.30	       93	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3786.00	    16201	   212.00	        2	     7.22	    -7.26	    20427	    52.20	   184.70	     0.00	      135	    10.20	       93	    60600	   -67.60	   -16.54	        0	        0	   -32768	
  3788.00	    16195	   211.90	        2	     7.21	    -7.14	    20436	    52.10	   184.80	     0.00	      135	    10.20	       93	    60600	   -67.60	   -16.54	        0	        0	   -32768	
  3790.00	    16188	   211.90	        2	     7.21	    -7.01	    20446	    52.00	   184.60	     0.00	      136	    10.10	       93	    60600	   -67.60	   -16.54	        0	        0	   -32768	
  3792.00	    16181	   211.80	        2	     7.21	    -6.86	    20457	    52.00	   184.40	     0.00	      136	     9.90	       93	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3794.00	    16174	   211.70	        2	     7.20	    -6.69	    20467	    51.90	   184.10	     0.00	      137	     9.80	       93	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3796.00	    16168	   211.60	        2	     7.20	    -6.53	    20477	    51.80	   183.90	     0.00	      138	     9.70	       93	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3798.00	    16161	   211.60	        2	     7.19	    -6.37	    20486	    51.70	   183.60	     0.00	      138	     9.60	       93	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3800.00	    16155	   211.50	        1	     7.18	    -6.21	    20496	    51.60	   183.40	     0.00	      139	     9.50	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3802.00	    16149	   211.40	        1	     7.17	    -6.06	    20506	    51.50	   182.90	     0.00	      140	     9.40	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3804.00	    16142	   211.40	        1	     7.15	    -5.93	    20516	    51.50	   182.60	     0.00	      140	     9.30	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3806.00	    16135	   211.40	        1	     7.12	    -5.81	    20526	    51.40	   182.50	     0.00	      141	     9.20	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3808.00	    16128	   211.30	        1	     7.08	    -5.71	    20536	    51.30	   182.30	     0.00	      141	     9.10	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3810.00	    16122	   211.30	        1	     7.03	    -5.62	    20546	    51.20	   182.10	     0.00	      141	     9.00	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3812.00	    16115	   211.30	        1	     6.97	    -5.56	    20556	    51.10	   182.00	     0.00	      141	     8.90	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3814.00	    16109	   211.30	        1	     6.91	    -5.53	    20566	    51.10	   182.00	     0.00	      141	     8.80	       93	    60500	   -67.61	   -16.53	        0	        0	   -32768	
  3816.00	    16102	   211.30	        1	     6.83	    -5.51	    20576	    51.00	   181.90	     0.00	      141	     8.80	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3818.00	    16095	   211.30	        1	     6.74	    -5.51	    20587	    50.90	   181.90	     0.00	      141	     8.70	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3820.00	    16088	   211.30	        1	     6.64	    -5.52	    20597	    50.80	   181.90	     0.00	      140	     8.60	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3822.00	    16081	   211.20	        1	     6.54	    -5.55	    20608	    50.70	   181.90	     0.00	      140	     8.60	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3824.00	    16074	   211.30	        1	     6.44	    -5.59	    20619	    50.60	   182.00	     0.00	      139	     8.50	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3826.00	    16067	   211.20	        1	     6.33	    -5.63	    20629	    50.50	   181.90	     0.00	      138	     8.50	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3828.00	    16061	   211.10	        1	     6.22	    -5.66	    20638	    50.50	   182.00	     0.00	      138	     8.40	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3830.00	    16054	   211.20	        1	     6.11	    -5.68	    20648	    50.40	   182.20	     0.00	      137	     8.30	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3832.00	    16048	   211.10	        1	     5.99	    -5.69	    20658	    50.30	   182.20	     0.00	      136	     8.30	       93	    60400	   -67.61	   -16.53	        0	        0	   -32768	
  3834.00	    16041	   211.10	        1	     5.88	    -5.69	    20669	    50.20	   182.20	     0.00	      136	     8.20	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3836.00	    16034	   211.20	        1	     5.78	    -5.66	    20679	    50.10	   182.30	     0.00	      136	     8.10	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3838.00	    16027	   211.10	        1	     5.67	    -5.62	    20689	    50.00	   182.30	     0.00	      135	     8.00	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3840.00	    16020	   211.10	        1	     5.56	    -5.55	    20700	    50.00	   182.30	     0.00	      135	     7.90	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3842.00	    16013	   211.20	        1	     5.44	    -5.47	    20710	    49.90	   182.40	     0.00	      135	     7.70	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3844.00	    16007	   211.20	        1	     5.32	    -5.38	    20720	    49.80	   182.50	     0.00	      135	     7.60	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3846.00	    16000	   211.20	        1	     5.20	    -5.27	    20731	    49.70	   182.40	     0.00	      135	     7.40	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3848.00	    15993	   211.30	        1	     5.07	    -5.15	    20741	    49.60	   182.50	     0.00	      135	     7.20	       93	    60300	   -67.61	   -16.53	        0	        0	   -32768	
  3850.00	    15986	   211.20	        1	     4.94	    -5.03	    20752	    49.50	   182.60	     0.00	      134	     7.10	       93	    60300	   -67.61	   -16.53	     1024	     1024	   -32768	
  3852.00	    15979	   211.20	        1	     4.81	    -4.92	    20762	    49.50	   182.50	     0.00	      134	     6.90	       93	    60200	   -67.61	   -16.53	        0	        0	   -32768	
  3854.00	    15972	   211.20	        1	     4.68	    -4.80	    20773	    49.40	   182.60	     0.00	      134	     6.70	       93	    60200	   -67.61	   -16.53	        0	        0	   -32768	
  3856.00	    15965	   211.10	        1	     4.55	    -4.68	    20784	    49.30	   182.60	     0.00	      134	     6.50	       93	    60200	   -67.61	   -16.53	     1024	     1024	   -32768	
  3858.00	    15958	   211.00	        1	     4.45	    -4.57	    20794	    49.20	   182.60	     0.00	      134	     6.40	       93	    60200	   -67.61	   -16.53	        0	        0	   -32768	
  3860.00	    15951	   210.80	        1	     4.36	    -4.46	    20804	    49.10	   182.50	     0.00	      134	     6.20	       93	    60200	   -67.61	   -16.53	     1030	     1030	   -32768	
  3862.00	    15944	   210.70	        1	     4.29	    -4.36	    20814	    49.00	   182.40	     0.00	      135	     6.10	       93	    60200	   -67.61	   -16.53	        0	        0	   -32768	
  3864.00	    15937	   210.70	        1	     4.25	    -4.26	    20825	    49.00	   182.40	     0.00	      135	     6.00	       93	    60200	   -67.61	   -16.53	        0	        0	   -32768	
